,Median_Income,zip_code,name,cuisine,price_range,rating,review_count,latitude,longitude,price,cuisine_cat
334,109147,20005.0,Bozzelli's,Pizza,2,4.3,307.0,38.90339751472666,-77.0329814177919,20.5,american
335,109147,20005.0,JINYA Ramen Bar - Logan Circle,Ramen,2,4.1,1345.0,38.90845011013803,-77.03221963602826,20.5,asian
336,109147,20005.0,Soupy Dumpling & Fancy Cuppa Bubble Tea,Chinese,2,4.5,63.0,38.90793,-77.03229,20.5,asian
338,109147,20005.0,La Grande Boucherie,French,3,4.4,429.0,38.89817,-77.03162,45.5,european
339,109147,20005.0,ChurchKey,New American,2,3.9,1512.0,38.908492821790304,-77.03169314110445,20.5,american
340,109147,20005.0,"Joe's Seafood, Prime Steak & Stone Crab",Seafood,3,4.3,2011.0,38.89997328649278,-77.03393236740881,45.5,asian
342,109147,20005.0,Grazie Nonna,Italian,2,4.1,527.0,38.90401,-77.035,20.5,european
344,109147,20005.0,The Best Sandwich Place,Breakfast & Brunch,2,4.5,368.0,38.901,-77.03033,20.5,breakfast
345,109147,20005.0,The Hamilton,Seafood,2,3.9,3686.0,38.8974544016632,-77.0320804809509,20.5,asian
346,109147,20005.0,Immigrant Food,New American,2,4.2,219.0,38.90228434195082,-77.02930733940048,20.5,american
347,109147,20005.0,Mazi,New American,3,4.5,385.0,38.90213,-77.03544,45.5,american
348,109147,20005.0,Da Hong Pao,Cantonese,2,3.8,1062.0,38.9093783217825,-77.03174,20.5,asian
349,109147,20005.0,JINYA Ramen Bar - Logan Circle,Ramen,2,4.1,1345.0,38.90845011013803,-77.03221963602826,20.5,asian
351,109147,20005.0,Cornerstone Cafe,Bagels,1,4.0,67.0,38.9058227,-77.0349121,5.0,breakfast
352,109147,20005.0,14th St Cafe Asian Bistro,Chinese,2,4.1,281.0,38.90943,-77.0322599,20.5,asian
355,109147,20005.0,Pappe,Indian,3,4.0,528.0,38.90783,-77.03162,45.5,middle_eastern
356,109147,20005.0,Arepa Zone,Venezuelan,2,4.2,398.0,38.9045,-77.03159,20.5,latin
357,109147,20005.0,Logan Tavern,New American,2,3.9,1149.0,38.9097849,-77.0325964,20.5,american
359,109147,20005.0,The Crown & Crow,Bars,2,4.5,149.0,38.90783,-77.03162,20.5,bars
360,109147,20005.0,Union Trust,Whiskey Bars,2,4.5,79.0,38.89977852185501,-77.03396807053333,20.5,bars
361,109147,20005.0,The Mirror,Cocktail Bars,2,4.1,228.0,38.90291,-77.03268,20.5,bars
362,109147,20005.0,ChurchKey,New American,2,3.9,1512.0,38.908492821790304,-77.03169314110445,20.5,american
363,109147,20005.0,Ellipse Rooftop Bar,Cocktail Bars,2,3.9,46.0,38.90213,-77.03567,20.5,bars
365,109147,20005.0,Kingfisher,Bars,2,4.3,122.0,38.909378,-77.032363,20.5,bars
366,109147,20005.0,The Hamilton,Seafood,2,3.9,3686.0,38.8974544016632,-77.0320804809509,20.5,asian
367,109147,20005.0,Green Lantern,Gay Bars,1,3.7,104.0,38.9044761657715,-77.0308837890625,5.0,bars
371,109147,20005.0,Capitol City Brewing Company,Breweries,2,3.3,1334.0,38.90007812801931,-77.02740674448425,20.5,retail
373,109147,20005.0,Le Bar,Bars,3,3.8,56.0,38.90051,-77.03399,45.5,bars
374,109147,20005.0,Immigrant Food,New American,2,4.2,219.0,38.90228434195082,-77.02930733940048,20.5,american
375,109147,20005.0,Black Whiskey,Whiskey Bars,2,3.4,174.0,38.9092771,-77.032151,20.5,bars
379,109147,20005.0,Fringetree,Bars,2,3.2,11.0,38.9052506,-77.0334345,20.5,bars
380,109147,20005.0,The Park at 14th,Bars,2,3.7,1297.0,38.90192164703521,-77.03227518745507,20.5,bars
382,34352,20006.0,Filter Coffeehouse Foggy Bottom,Coffee & Tea,2,4.1,140.0,38.9011876054021,-77.0442822416078,20.5,cafes
383,34352,20006.0,Swing Coffee Roasters,Coffee & Tea,1,4.2,239.0,38.898096,-77.039904,5.0,cafes
384,34352,20006.0,Compass Coffee,Coffee & Tea,1,4.1,123.0,38.90104283047646,-77.04142889811735,5.0,cafes
386,34352,20006.0,Tatte Bakery & Cafe,Coffee & Tea,2,4.3,98.0,38.90124763268285,-77.03886612004283,20.5,cafes
388,34352,20006.0,La Colombe Coffee,Coffee & Tea,1,4.2,103.0,38.90119027315654,-77.04015745482744,5.0,cafes
389,34352,20006.0,Peet's Coffee,Coffee & Tea,2,3.8,108.0,38.89923,-77.03998,20.5,cafes
390,34352,20006.0,54 Restaurant,Vietnamese,2,4.4,157.0,38.895764217248086,-77.02863950823993,20.5,asian
394,34352,20006.0,Off The Record,Bars,3,4.1,409.0,38.90051,-77.037,45.5,bars
395,34352,20006.0,Immigrant Food at The White House,New American,2,4.2,232.0,38.89930989522125,-77.04013870345734,20.5,american
396,34352,20006.0,Off The Record,Bars,3,4.1,409.0,38.90051,-77.037,45.5,bars
398,34352,20006.0,Blackfinn Ameripub - DC,Sports Bars,2,3.4,665.0,38.90106,-77.0375,20.5,bars
399,34352,20006.0,Duke's Grocery,Burgers,2,3.9,393.0,38.9005159886944,-77.0460143246063,20.5,american
401,145048,20007.0,maman,Bakeries,2,4.0,198.0,38.90806198959202,-77.06343909032744,20.5,cafes
402,145048,20007.0,Cafe Georgetown,Coffee & Tea,2,4.1,347.0,38.90693280779784,-77.06267278607866,20.5,cafes
404,145048,20007.0,Compass Coffee,Coffee Roasteries,2,4.3,113.0,38.9079272113141,-77.0635198205313,20.5,cafes
406,145048,20007.0,Momo's Cafe,Asian Fusion,2,4.1,203.0,38.91684,-77.0965,20.5,asian
407,145048,20007.0,Bakeshop,Bakeries,2,4.4,56.0,38.90383043575996,-77.063507,20.5,cafes
410,145048,20007.0,Yellow The Cafe,Bakeries,2,4.5,330.0,38.909471,-77.064615,20.5,cafes
412,145048,20007.0,Boulangerie Christophe,Bakeries,2,4.1,502.0,38.9082999,-77.06399,20.5,cafes
413,145048,20007.0,Patisserie Poupon,Bakeries,2,3.8,387.0,38.9116325378418,-77.0652236938477,20.5,cafes
414,145048,20007.0,Blue Bottle Coffee - Georgetown,Coffee & Tea,2,3.9,293.0,38.90442169288419,-77.06537703382885,20.5,cafes
418,145048,20007.0,Point Chaud Cafe & Crepes,Creperies,2,3.7,57.0,38.920154,-77.071873,20.5,cafes
421,145048,20007.0,Call Your Mother Deli - Georgetown,Delis,2,4.4,382.0,38.9076174,-77.068837,20.5,breakfast
422,145048,20007.0,Black Coffee,Coffee & Tea,2,4.1,106.0,38.9179,-77.09682,20.5,cafes
428,145048,20007.0,Ruta Ukrainian Restaurant,Ukrainian,2,4.5,74.0,38.88536643920551,-76.996494,20.5,european
429,145048,20007.0,Filomena Ristorante,Italian,3,4.2,3585.0,38.90443,-77.062546,45.5,european
430,145048,20007.0,Brasserie Liberte,French,2,4.0,525.0,38.906176,-77.064069,20.5,european
431,145048,20007.0,Eerkin's Uyghur Cuisine,Noodles,2,4.3,199.0,38.921397,-77.072513,20.5,asian
433,145048,20007.0,Brasserie Liberte,French,2,4.0,525.0,38.906176,-77.064069,20.5,european
434,145048,20007.0,Ruta Ukrainian Restaurant,Ukrainian,2,4.5,74.0,38.88536643920551,-76.996494,20.5,european
436,145048,20007.0,The Sovereign,Belgian,2,3.9,560.0,38.9055439446593,-77.063429367214,20.5,european
437,145048,20007.0,Blues Alley,Jazz & Blues,2,3.8,340.0,38.9046849046108,-77.0621609687805,20.5,bars
438,145048,20007.0,The Tombs,New American,2,3.8,456.0,38.90602571513648,-77.07044349238734,20.5,american
439,145048,20007.0,The Rooftop at The Graham,Cocktail Bars,3,3.3,69.0,38.904775,-77.059903,45.5,bars
440,145048,20007.0,The Tombs,New American,2,3.8,456.0,38.90602571513648,-77.07044349238734,20.5,american
441,145048,20007.0,The Rooftop at The Graham,Cocktail Bars,3,3.3,69.0,38.904775,-77.059903,45.5,bars
443,123134,20008.0,Politics and Prose,Bookstores,2,4.2,379.0,38.95547,-77.06965,20.5,cafes
446,123134,20008.0,Bread Furst,Bakeries,1,3.6,633.0,38.947456,-77.065943,5.0,cafes
447,123134,20008.0,Morsel's,Coffee & Tea,3,3.0,3.0,38.922855072868,-77.0538241064872,45.5,cafes
449,123134,20008.0,Han Palace,Dim Sum,2,3.9,299.0,38.92497,-77.05199,20.5,asian
451,123134,20008.0,Umi Japanese Cuisine,Sushi Bars,2,3.9,582.0,38.92431,-77.05148,20.5,asian
452,123134,20008.0,Atomic Billiards,Pool Halls,1,3.9,127.0,38.93524,-77.05789,5.0,entertainment
453,123134,20008.0,Marquee Bar And Lounge,Cocktail Bars,3,3.3,11.0,38.9227245097016,-77.0537713730169,45.5,bars
454,123134,20008.0,Harry's Pub,Pubs,2,2.9,57.0,38.9243942211468,-77.0548882235565,20.5,bars
455,123134,20008.0,Harry's Pub,Pubs,2,2.9,57.0,38.9243942211468,-77.0548882235565,20.5,bars
456,123134,20008.0,Nanny O'Brien's Irish Pub,Pubs,2,3.6,235.0,38.934101,-77.057195,20.5,bars
459,132374,20009.0,La Colombe Coffee,Coffee & Tea,2,3.4,118.0,38.9199028015137,-77.0311737060547,20.5,cafes
461,132374,20009.0,D Light Cafe & Bakery,Breakfast & Brunch,2,4.5,136.0,38.92238,-77.04229,20.5,breakfast
465,132374,20009.0,The Newsroom,Coffee & Tea,1,4.2,25.0,38.9135703,-77.0459966,5.0,cafes
466,132374,20009.0,Mikko,Scandinavian,2,4.3,178.0,38.91241,-77.03797,20.5,european
467,132374,20009.0,Tryst,Lounges,2,4.0,1833.0,38.9219703674316,-77.042121887207,20.5,bars
469,132374,20009.0,The Potter's House,Coffee & Tea,1,4.3,253.0,38.9250305,-77.0387367,5.0,cafes
472,132374,20009.0,Firehook Bakery,Bakeries,1,3.5,371.0,38.9112702,-77.043817,5.0,cafes
473,132374,20009.0,The Coffee Bar,Coffee & Tea,2,4.1,348.0,38.9143154,-77.0282699067459,20.5,cafes
474,132374,20009.0,Three Fifty Bakery and Coffee Bar,Desserts,2,4.5,349.0,38.91275337449321,-77.0382126,20.5,cafes
475,132374,20009.0,Bluestone Lane - Logan Circle Café,Coffee & Tea,2,4.4,100.0,38.9125855295955,-77.0311773,20.5,cafes
476,132374,20009.0,Colada Shop,Coffee & Tea,2,4.0,603.0,38.91573411332448,-77.0323945288129,20.5,cafes
478,132374,20009.0,Songbyrd Record Cafe,Vinyl Records,2,3.8,226.0,38.91022,-76.99647,20.5,cafes
479,132374,20009.0,Yerevan,Desserts,1,4.6,77.0,38.91904458045658,-77.04174314896505,5.0,cafes
481,132374,20009.0,Dolcezza,Coffee & Tea,2,4.2,679.0,38.91286949736816,-77.04555414341571,20.5,cafes
482,132374,20009.0,Zeleno,Sandwiches,2,4.3,95.0,38.911483,-77.044128,20.5,breakfast
484,132374,20009.0,Cafe Integral,Coffee & Tea,2,3.7,23.0,38.91604,-77.04687,20.5,cafes
485,132374,20009.0,Mikko,Scandinavian,2,4.3,178.0,38.91241,-77.03797,20.5,european
487,132374,20009.0,Osteria Al  Volo,Italian,2,4.5,562.0,38.92271878316674,-77.04217705493204,20.5,european
489,132374,20009.0,Floriana,Italian,2,4.1,935.0,38.91133287092,-77.0386550000805,20.5,european
493,132374,20009.0,Mi Vida,Mexican,2,4.1,194.0,38.91576991864604,-77.03149164891241,20.5,latin
494,132374,20009.0,Rooster & Owl,New American,4,4.5,480.0,38.9215571973142,-77.0323891192675,61.0,american
495,132374,20009.0,Across The Pond,American,2,4.4,224.0,38.9136787,-77.0460517,20.5,american
497,132374,20009.0,Federalist Pig,Barbeque,2,4.3,867.0,38.925033,-77.038606,20.5,american
498,132374,20009.0,Ted's Bulletin,Breakfast & Brunch,2,4.0,2267.0,38.91469,-77.03211,20.5,breakfast
499,132374,20009.0,CODE RED,Cocktail Bars,2,4.6,114.0,38.92168,-77.0427,20.5,bars
500,132374,20009.0,Retrobottega,Tapas/Small Plates,2,4.4,297.0,38.92143,-77.04193,20.5,latin
501,132374,20009.0,Gypsy Kitchen DC,Tapas/Small Plates,2,4.3,919.0,38.91488,-77.03155,20.5,latin
503,132374,20009.0,ANJU,Korean,2,4.3,560.0,38.91437,-77.04149,20.5,asian
504,132374,20009.0,Maydan,Moroccan,4,4.4,1224.0,38.9198436416598,-77.0310185087658,61.0,european
507,132374,20009.0,Akira Ramen & Izakaya,Ramen,2,4.3,142.0,38.92249411161132,-77.04231139448473,20.5,asian
509,132374,20009.0,Doi Moi,Vietnamese,2,3.9,1341.0,38.9141018649927,-77.0321429153443,20.5,asian
510,132374,20009.0,Chicken + Whiskey,Venezuelan,2,4.2,673.0,38.913855,-77.032106,20.5,latin
511,132374,20009.0,Lapis,Afghan,2,4.3,1030.0,38.9212443139038,-77.0436972509161,20.5,middle_eastern
512,132374,20009.0,Compass Rose,Cocktail Bars,3,4.2,922.0,38.915375128152895,-77.03151827397103,45.5,bars
513,132374,20009.0,Bandit Taco,Mexican,1,4.0,306.0,38.91678,-77.03712,5.0,latin
515,132374,20009.0,Tail Up Goat,Cocktail Bars,3,4.3,874.0,38.9235881935023,-77.0431297123031,45.5,bars
518,132374,20009.0,Doi Moi,Vietnamese,2,3.9,1341.0,38.9141018649927,-77.0321429153443,20.5,asian
519,132374,20009.0,Jane Jane,Cocktail Bars,2,4.5,131.0,38.91281695084098,-77.0317396670805,20.5,bars
520,132374,20009.0,CODE RED,Cocktail Bars,2,4.6,114.0,38.92168,-77.0427,20.5,bars
522,132374,20009.0,Madam's Organ,Jazz & Blues,2,3.8,509.0,38.92204,-77.04214,20.5,bars
523,132374,20009.0,Left Door,Cocktail Bars,3,3.7,225.0,38.91428,-77.03148,45.5,bars
525,132374,20009.0,Aslin Beer Company,Breweries,2,4.3,57.0,38.91392,-77.03255,20.5,retail
527,132374,20009.0,Across The Pond,American,2,4.4,224.0,38.9136787,-77.0460517,20.5,american
529,132374,20009.0,Colada Shop,Coffee & Tea,2,4.0,603.0,38.91573411332448,-77.0323945288129,20.5,cafes
530,132374,20009.0,Red Light,Bars,2,3.8,302.0,38.9127595185657,-77.0321166428528,20.5,bars
531,132374,20009.0,Garden District,Barbeque,2,4.0,346.0,38.9141842,-77.0320102,20.5,american
533,132374,20009.0,Exiles Bar,Bars,2,4.3,119.0,38.91679,-77.0373199,20.5,bars
534,132374,20009.0,Salazar,Bars,2,4.4,184.0,38.91469,-77.03155,20.5,bars
535,132374,20009.0,Franklin Hall,Beer Bar,2,3.9,212.0,38.9200198621358,-77.0312701951065,20.5,bars
537,132374,20009.0,McClellan's Retreat,Bars,2,4.2,222.0,38.9143463,-77.04659567291002,20.5,bars
540,132374,20009.0,The Green Zone,Cocktail Bars,2,4.1,198.0,38.91947,-77.04189,20.5,bars
543,132374,20009.0,Black Jack,Lounges,2,3.8,254.0,38.9116189,-77.03229769508916,20.5,bars
545,132374,20009.0,Tiki On 18th,Tiki Bars,2,4.0,221.0,38.9208884,-77.0417215,20.5,bars
547,132374,20009.0,Board Room,Sports Bars,2,4.0,430.0,38.913678,-77.04532568464947,20.5,bars
549,106560,20010.0,Ellē,Cafes,2,4.0,365.0,38.93173,-77.03816,20.5,cafes
550,106560,20010.0,Tynan Coffee & Tea,Coffee & Tea,2,3.5,313.0,38.9286118597153,-77.0333437273372,20.5,cafes
551,106560,20010.0,Doubles,Coffee & Tea,1,4.4,205.0,38.9296029509668,-77.0235609626942,5.0,cafes
553,106560,20010.0,Le Caprice DC,Cafes,1,3.5,349.0,38.9328151,-77.032744,5.0,cafes
555,106560,20010.0,Taqueria Habanero,Mexican,2,4.3,1083.0,38.93755,-77.03309,20.5,latin
557,106560,20010.0,Purple Patch,Filipino,2,4.4,1465.0,38.93057,-77.03762,20.5,asian
559,106560,20010.0,Thip Khao,Laotian,2,4.4,1433.0,38.9329951308367,-77.03298782558623,20.5,asian
560,106560,20010.0,Heat Da Spot,Coffee & Tea,2,4.8,504.0,38.9304254,-77.0232633,20.5,cafes
566,106560,20010.0,Reliable Tavern,Bars,2,4.7,74.0,38.93605,-77.024,20.5,bars
568,106560,20010.0,The Midlands Beer Garden,Beer Bar,2,4.0,187.0,38.9318450441098,-77.0234600454569,20.5,bars
569,106560,20010.0,Purple Patch,Filipino,2,4.4,1465.0,38.93057,-77.03762,20.5,asian
571,106560,20010.0,Taqueria Habanero,Mexican,2,4.3,1083.0,38.93755,-77.03309,20.5,latin
574,106560,20010.0,Mr Braxton Bar & Kitchen,New American,2,4.0,667.0,38.934971,-77.024398,20.5,american
575,106560,20010.0,St Vincent Wine,Wine Bars,2,3.9,143.0,38.93044886354697,-77.0237689,20.5,bars
576,106560,20010.0,Looking Glass Lounge,Lounges,2,3.8,241.0,38.935187,-77.024495,20.5,bars
582,97327,20011.0,Büna Coffeehouse,Coffee & Tea,2,4.7,161.0,38.9441184997559,-77.0264511108398,20.5,cafes
584,97327,20011.0,Menya Hosaki,Ramen,2,4.7,395.0,38.942141,-77.024679,20.5,asian
588,97327,20011.0,Lyman's Tavern,Bars,1,4.1,133.0,38.93774620335643,-77.0329999467969,5.0,bars
589,97327,20011.0,Brightwood Pizza & Bottle by ANXO,Bars,2,4.4,73.0,38.9565769,-77.0228742,20.5,bars
590,97327,20011.0,Brightwood Pizza & Bottle by ANXO,Bars,2,4.4,73.0,38.9565769,-77.0228742,20.5,bars
591,97327,20011.0,Jackie Lee's,Bars,1,4.7,69.0,38.95639,-77.01249,5.0,bars
592,110375,20012.0,Moh Moh Licious,Himalayan/Nepalese,1,4.6,131.0,38.98003,-77.02677,5.0,asian
593,235511,20015.0,Open City At the National Cathedral,Cafes,2,3.8,150.0,38.92981115096891,-77.07135502599509,20.5,cafes
595,169489,20016.0,Compass Coffee,Coffee & Tea,1,4.0,73.0,38.9447,-77.09598,5.0,cafes
596,169489,20016.0,Coffee Nature,Coffee & Tea,1,4.2,159.0,38.9544799,-77.0831199,5.0,cafes
598,169489,20016.0,Tartufo,Italian,2,4.3,154.0,38.95384,-77.08255,20.5,european
601,97507,20017.0,Starbucks Reserve,Coffee & Tea,2,4.4,74.0,38.93253735977925,-76.99716515275264,20.5,cafes
602,97507,20017.0,Primrose,French,2,4.0,264.0,38.92775,-76.99088,20.5,european
603,97507,20017.0,Bangbop,Korean,2,4.5,88.0,38.92584,-76.99274,20.5,asian
604,97507,20017.0,The Dew Drop Inn,Dive Bars,2,4.1,119.0,38.92598,-76.99471,20.5,bars
605,97507,20017.0,Brookland Pint,Bars,2,3.4,358.0,38.9325075955497,-76.9951295317563,20.5,bars
606,97507,20017.0,Right Proper Brewing,Breweries,1,4.5,73.0,38.926755,-76.993071,5.0,retail
607,97507,20017.0,Primrose,French,2,4.0,264.0,38.92775,-76.99088,20.5,european
612,97694,20024.0,Bistro Du Jour,French,2,3.8,231.0,38.87957,-77.02532,20.5,european
613,97694,20024.0,Colada Shop,Coffee & Tea,2,4.0,336.0,38.8791,-77.02396,20.5,cafes
615,97694,20024.0,Milk & Honey Southern Inspired Kitchen,Breakfast & Brunch,2,3.9,261.0,38.87789,-77.0224,20.5,breakfast
616,97694,20024.0,Atrium Cafe,Cafes,1,3.8,106.0,38.8842769,-77.018194,5.0,cafes
617,97694,20024.0,Atrium Cafe,Cafes,1,3.8,106.0,38.8842769,-77.018194,5.0,cafes
618,97694,20024.0,Casey's Coffee & Sandwiches,Coffee & Tea,2,2.9,25.0,38.8834401,-77.0160269,20.5,cafes
619,97694,20024.0,Gordon Ramsay Hell's Kitchen,Desserts,4,4.0,829.0,38.87680370590956,-77.02240933741703,61.0,cafes
622,97694,20024.0,Milk & Honey Southern Inspired Kitchen,Breakfast & Brunch,2,3.9,261.0,38.87789,-77.0224,20.5,breakfast
623,97694,20024.0,bartaco,Tacos,2,3.8,174.0,38.87695212181637,-77.02216083163236,20.5,latin
624,97694,20024.0,The Grill,American,2,4.0,644.0,38.88075,-77.026968,20.5,american
625,97694,20024.0,Mi Vida,Mexican,2,3.9,1459.0,38.8799058,-77.025148,20.5,latin
626,97694,20024.0,Grazie Grazie,Salad,2,4.3,410.0,38.8796167667547,-77.025334239006,20.5,breakfast
627,97694,20024.0,ilili Restaurant,Lebanese,3,4.4,578.0,38.87998529973132,-77.02562499542958,45.5,middle_eastern
629,97694,20024.0,Rice Bar,Noodles,2,4.5,216.0,38.885987,-77.02121,20.5,asian
630,97694,20024.0,Gordon Ramsay Fish & Chips,Fish & Chips,2,3.9,484.0,38.87755935795702,-77.02286927401074,20.5,breakfast
631,97694,20024.0,Falafel inc,Falafel,1,4.6,195.0,38.881348,-77.027604,5.0,middle_eastern
632,97694,20024.0,Rice Bar,Noodles,2,4.5,216.0,38.885987,-77.02121,20.5,asian
634,97694,20024.0,Tiki TNT & Potomac Distilling,Tiki Bars,2,3.4,441.0,38.880971,-77.0273,20.5,bars
635,97694,20024.0,CityBar,Cocktail Bars,2,3.5,52.0,38.882966,-77.018087,20.5,bars
636,97694,20024.0,Boardwalk Bar & Arcade,Bars,2,3.0,192.0,38.87848,-77.02399,20.5,bars
639,97694,20024.0,Moonraker,Cocktail Bars,3,3.7,97.0,38.877694,-77.022429,45.5,bars
640,97694,20024.0,Pearl Street Warehouse,Bars,2,3.5,109.0,38.8788478898824,-77.02396817398292,20.5,bars
641,97694,20024.0,Del Mar,Spanish,3,3.9,980.0,38.878951,-77.024583,45.5,european
642,97694,20024.0,Del Mar,Spanish,3,3.9,980.0,38.878951,-77.024583,45.5,european
643,97694,20024.0,Walters,Sports Bars,2,3.8,182.0,38.87479590000207,-77.00875151165098,20.5,bars
646,106930,20036.0,Gregorys Coffee,Coffee & Tea,2,4.1,118.0,38.904301990277055,-77.03993346781644,20.5,cafes
648,106930,20036.0,Emissary,Coffee & Tea,2,4.0,537.0,38.90951,-77.04638,20.5,cafes
649,106930,20036.0,Un Je Ne Sais Quoi,Desserts,1,4.5,1034.0,38.9087384,-77.042577,5.0,cafes
650,106930,20036.0,The Coffee Bar,Coffee & Tea,2,4.0,101.0,38.906,-77.0389,20.5,cafes
651,106930,20036.0,Tatte Bakery & Cafe,Bakeries,2,4.1,614.0,38.905814,-77.047639,20.5,cafes
653,106930,20036.0,maman,Coffee & Tea,2,4.0,74.0,38.89942720315017,-77.02447724974593,20.5,cafes
654,106930,20036.0,Tatte Bakery & Cafe,Cafes,2,4.1,378.0,38.90761,-77.04192,20.5,cafes
655,106930,20036.0,For Five Coffee Roasters,Coffee & Tea,2,3.7,131.0,38.9034384,-77.0457423,20.5,cafes
657,106930,20036.0,Colada Shop,Coffee & Tea,2,4.0,68.0,38.907064,-77.043662,20.5,cafes
658,106930,20036.0,Duke's Grocery,Pubs,2,4.1,1333.0,38.9101969,-77.03828734112203,20.5,bars
659,106930,20036.0,Chiko,Chinese,2,4.4,383.0,38.90984,-77.04627,20.5,asian
660,106930,20036.0,Quill,New American,3,4.4,227.0,38.906037328402576,-77.03693768464976,45.5,american
661,106930,20036.0,Residents Cafe & Bar,Cocktail Bars,2,4.4,551.0,38.90795,-77.04186,20.5,bars
663,106930,20036.0,Astoria DC,Szechuan,2,4.3,461.0,38.91052,-77.03813,20.5,asian
664,106930,20036.0,Pisco y Nazca Ceviche Gastrobar,Peruvian,2,4.6,2628.0,38.90398223,-77.0426388,20.5,latin
665,106930,20036.0,Fava Pot,Egyptian,2,4.8,90.0,38.90585,-77.0425,20.5,middle_eastern
666,106930,20036.0,Donburi,Japanese,2,4.1,203.0,38.904857,-77.043713,20.5,asian
667,106930,20036.0,Agora DC,Mediterranean,3,4.0,1725.0,38.91067,-77.03813,45.5,european
669,106930,20036.0,Pisco y Nazca Ceviche Gastrobar,Peruvian,2,4.6,2628.0,38.90398223,-77.0426388,20.5,latin
670,106930,20036.0,Quill,New American,3,4.4,227.0,38.906037328402576,-77.03693768464976,45.5,american
671,106930,20036.0,Astoria DC,Szechuan,2,4.3,461.0,38.91052,-77.03813,20.5,asian
672,106930,20036.0,The Rooftop,Lounges,3,2.9,104.0,38.91081,-77.04565,45.5,bars
673,106930,20036.0,Nero,Lounges,2,4.3,179.0,38.90603,-77.043164,20.5,bars
674,106930,20036.0,Sauf Haus Bier Hall & Garten,German,2,3.5,363.0,38.9063416,-77.0420532,20.5,european
675,106930,20036.0,Emissary,Coffee & Tea,2,4.0,537.0,38.90951,-77.04638,20.5,cafes
676,94820,20037.0,Bluestone Lane West End Café,Coffee & Tea,2,3.8,535.0,38.9038876,-77.0504437,20.5,cafes
677,94820,20037.0,Bourbon Coffee,Coffee & Tea,1,3.9,421.0,38.903881,-77.047089,5.0,cafes
678,94820,20037.0,Tatte Bakery & Cafe,Cafes,2,3.9,91.0,38.90088,-77.04791,20.5,cafes
680,94820,20037.0,Call Your Mother Deli - West End,Bagels,2,4.4,246.0,38.90503489949321,-77.04746294334602,20.5,breakfast
681,94820,20037.0,Bread & Chocolate,Breakfast & Brunch,2,3.3,399.0,38.90566,-77.05045,20.5,breakfast
682,94820,20037.0,North Italia,Italian,2,4.1,501.0,38.90142,-77.04761,20.5,european
683,94820,20037.0,Chef Geoff's West End,New American,2,4.4,551.0,38.90548157256578,-77.04904170345223,20.5,american
684,94820,20037.0,Sixty Vines,Wine Bars,3,4.6,96.0,38.90185549242839,-77.0493245,45.5,bars
685,94820,20037.0,Sampannee,Thai,2,4.3,150.0,38.909403,-77.04762,20.5,asian
686,94820,20037.0,Blue Duck Tavern,New American,3,4.1,2732.0,38.9055917636612,-77.0511932944776,45.5,american
687,94820,20037.0,Sixty Vines,Wine Bars,3,4.6,97.0,38.90185549242839,-77.0493245,45.5,bars
688,94820,20037.0,North Italia,Italian,2,4.1,501.0,38.90142,-77.04761,20.5,european
